ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,PRODUCTCODE
10114,32,100,7,3667.52,S32_1268
10336,38,100,3,6372.6,S12_4473
10336,23,100,8,3141.57,S50_1392
10336,48,100,12,5778.24,S18_3140
10375,45,76,7,3420,S12_1099
10375,21,34.91,12,733.11,S10_1678
10275,37,63.6,5,2353.2,S18_2625
10375,49,78.92,13,3867.08,S12_2823
10275,30,79.98,6,2399.4,S24_2000
10275,23,81.91,7,1883.93,S32_1374
10275,45,92.83,1,4177.35,S10_1678
10275,22,100,4,2904.44,S10_2016
10275,36,100,3,6901.92,S10_4698
10275,21,100,2,2153.76,S24_1578
10375,23,100,9,2443.29,S24_2000
10375,20,100,14,2046,S24_2360
10375,37,100,3,6353.27,S32_1374
10375,41,100,15,4701.88,S32_4485
10375,49,100,8,5406.66,S50_4713
10275,27,62.31,10,1682.37,S24_4278
10375,25,66.73,10,1668.25,S700_2834
10275,31,72.55,17,2249.05,S700_4002
10275,43,73.6,15,3164.8,S700_3167
10375,37,81.87,6,3029.19,S700_1691
10275,41,81.89,18,3357.49,S24_3949
10275,32,89.51,14,2864.32,S700_1691
10275,35,90.39,9,3163.65,S18_2581
10275,25,95.2,11,2380,S24_1785
10275,39,100,16,4472.52,S700_2466
10275,48,100,8,6378.72,S700_2834
10375,43,100,2,10039.6,S24_4278
10375,33,100,1,3856.71,S700_2466
10375,44,100,11,5208.72,S700_3167
10315,40,55.69,5,2227.6,S72_3212
10315,41,62,2,2542,S700_1138
10315,31,86.15,3,2670.65,S700_3505
10315,37,91.37,4,3380.69,S700_3962
10315,35,100,6,4215.05,S24_2011
10275,38,45.39,13,1724.82,S50_1341
10275,28,63.97,12,1791.16,S32_4289
10375,49,65.8,5,3224.2,S50_1341
10375,44,82.26,4,3619.44,S32_4289
10315,24,86.74,1,2081.76,S24_3151
10315,36,100,7,3602.16,S18_4522
10292,39,30.06,9,1172.34,S24_2840
10292,40,53.75,5,2150,S24_1444
10329,38,59.1,10,2245.8,S18_3278
10329,39,64.74,15,2524.86,S12_4675
10329,41,71.47,5,2930.27,S12_1099
10329,46,83.63,13,3846.98,S12_3380
10292,26,100,7,4554.94,S18_2238
10292,21,100,12,2844.87,S18_3232
10292,44,100,2,7140.76,S18_4027
10292,27,100,4,3832.38,S24_4048
10329,33,100,14,3607.56,S12_3990
10329,29,100,9,2954.81,S18_1889
10329,45,63.91,11,2875.95,S32_1374
10107,29,70.87,6,2055.23,S18_2625
10107,38,83.03,7,3155.14,S24_2000
10329,30,87.78,7,2633.4,S24_1578
10107,20,92.9,8,1858,S32_1374
10329,37,94.43,4,3493.91,S24_2000
10107,30,95.7,2,2871,S10_1678
10107,39,99.91,5,3896.49,S10_2016
10107,27,100,4,6065.55,S10_4698
10107,21,100,1,3036.6,S12_2823
10107,25,100,3,2845.75,S24_1578
10329,42,100,1,4396.14,S10_1678
10329,20,100,2,3176,S10_2016
10329,26,100,3,5868.2,S10_4698
10329,24,100,6,3542.64,S12_2823
10329,38,100,12,5266.04,S18_2625
10329,44,86.13,8,3789.72,S72_1253
10292,35,55.07,1,1927.45,S50_1514
10292,31,67.73,3,2099.63,S32_3207
10292,50,46.53,10,2326.5,S32_2509
10292,21,100,8,2214.87,S12_4473
10292,41,100,11,4528.86,S18_2319
10292,41,100,6,4983.14,S50_1392
10266,34,40.4,8,1373.6,S24_2972
10266,28,48.3,1,1352.4,S24_1628
10266,47,62.45,13,2935.15,S24_3371
10176,27,68.78,8,1857.06,S24_1444
10266,33,74.69,10,2464.77,S18_1889
10266,35,76.61,15,2681.35,S12_3990
10176,33,100,2,7474.5,S12_1108
10176,47,100,3,8378.69,S12_3148
10176,50,100,1,7872.5,S12_3891
10176,20,100,10,3667.6,S18_2238
10176,36,100,5,5532.12,S18_4027
10176,29,100,7,2915.66,S24_4048
10266,44,100,14,9160.36,S12_1099
10266,22,100,12,2454.54,S12_3380
10266,40,100,11,4468.4,S12_4675
10266,21,100,6,2526.51,S18_1129
10266,36,100,2,5196.6,S18_1589
10266,49,100,5,6203.4,S18_1984
10266,20,100,3,2824.8,S18_2870
10266,29,100,7,4812.55,S18_3232
10266,33,100,4,5035.14,S18_3685
10266,24,100,9,2932.08,S24_3856
10416,32,87.6,1,2803.2,S24_2000
10416,45,100,2,4764.6,S32_1374
10416,43,62.19,12,2674.17,S700_4002
10416,39,67.2,10,2620.8,S700_3167
10416,48,74.62,5,3581.76,S24_4278
10416,18,75.06,13,1351.08,S24_3949
10416,47,88.63,6,4165.61,S24_1785
10416,23,91.34,9,2100.82,S700_1691
10416,15,98.84,4,1482.6,S18_2581
10416,24,100,14,4352.16,S18_1662
10416,22,100,11,2457.18,S700_2466
10416,41,100,3,5642.83,S700_2834
10176,22,64,6,1408,S32_3207
10176,38,64.44,4,2448.72,S50_1514
10176,23,100,9,3114.89,S50_1392
10416,37,51.93,8,1921.41,S50_1341
10416,26,61.22,7,1591.72,S32_4289
10356,27,64.69,2,1746.63,S18_1984
10395,33,69.12,1,2280.96,S12_1108
10356,43,97.6,8,4196.8,S18_1129
10395,32,100,2,3370.56,S10_4757
10134,30,61.78,6,1853.4,S18_2625
10134,43,83.03,7,3570.29,S24_2000
10134,35,93.54,3,3273.9,S24_1578
10134,41,94.74,2,3884.34,S10_1678
10134,27,100,5,3307.77,S10_2016
10134,31,100,4,7023.98,S10_4698
10134,20,100,1,2711.2,S12_2823
10356,26,100,4,3937.7,S50_4713
10395,45,100,3,8977.05,S50_1514
10395,46,100,4,5692.96,S50_1392
10356,26,31.86,7,828.36,S24_2022
10356,50,50.18,9,2509,S18_1342
10356,22,72.41,6,1593.02,S18_1367
10356,29,100,3,3630.22,S18_2325
10356,30,100,1,4462.2,S18_2795
10356,48,100,5,9720,S24_1937
10122,39,30.96,4,1207.44,S24_2972
10122,34,50.21,9,1707.14,S24_3371
10344,29,59.53,7,1726.37,S24_1046
10344,26,63.43,5,1649.18,S18_4933
10122,32,63.84,11,2042.88,S12_3990
10122,29,71.14,14,2063.06,S24_4620
10122,43,72.38,6,3112.34,S18_1889
10122,21,73.17,13,1536.57,S18_3278
10122,37,99.82,8,3693.34,S12_3380
10122,42,100,10,7599.9,S12_1099
10122,20,100,7,2142,S12_4675
10122,34,100,2,5004.8,S18_1129
10122,31,100,1,4100.99,S18_1984
10122,25,100,3,3598.5,S18_3232
10122,21,100,12,2469.39,S18_3482
10122,28,100,15,3583.16,S18_4721
10122,43,100,5,5494.97,S24_3856
10122,31,44.66,17,1384.46,S32_2206
10364,48,48.28,1,2317.44,S32_2206
10122,35,49.74,16,1740.9,S18_3782
10344,20,35.18,6,703.6,S24_1937
10344,40,56.91,2,2276.4,S18_2248
10344,45,100,1,7650,S18_1749
10344,30,100,3,3928.2,S18_2325
10344,21,100,4,2203.11,S18_4409
10305,48,31.47,6,1510.56,S24_2840
10305,45,61.85,2,2783.25,S24_1444
10305,38,100,13,6680.78,S10_4962
10305,27,100,4,3934.44,S18_2238
10305,37,100,9,7455.87,S18_3232
10305,36,100,1,4641.48,S24_4048
10285,37,41.03,1,1518.11,S32_2206
10285,20,49.06,10,981.2,S18_2625
10285,38,59.56,3,2263.28,S24_2360
10285,39,70.08,11,2733.12,S24_2000
10285,39,78.92,2,3077.88,S50_4713
10285,37,98.89,12,3658.93,S32_1374
10285,36,100,6,4099.68,S10_1678
10285,47,100,9,6484.59,S10_2016
10285,27,100,8,5438.07,S10_4698
10285,49,100,5,6863.92,S12_2823
10285,34,100,7,3716.88,S24_1578
10285,26,100,4,2600.26,S32_4485
10285,45,100,13,5392.8,S700_2834
10305,41,53.48,11,2192.68,S18_2432
10305,40,57.9,7,2316,S32_2509
10305,22,99.29,14,2184.38,S18_4600
10305,38,100,5,4773.18,S12_4473
10305,36,100,8,4816.08,S18_2319
10305,24,100,10,3189.6,S24_2300
10305,28,100,12,3155.04,S32_1268
10305,42,100,3,4618.32,S50_1392
10160,42,37,2,1554,S24_2972
10160,38,88.55,4,3364.9,S18_1889
10160,46,100,6,5294.14,S12_3380
10160,50,100,5,5182,S12_4675
10160,20,100,1,3996.4,S18_3232
10160,35,100,3,4767.7,S24_3856
10209,39,100,8,5197.92,S10_4757
10209,48,44.69,3,2145.12,S72_1253
10209,43,82.21,1,3535.03,S24_2841
10209,33,88.71,4,2927.43,S700_2047
10209,28,100,6,2817.92,S18_3029
10209,36,77.59,2,2793.24,S24_3420
10209,22,89.73,7,1974.06,S24_3816
10209,20,100,5,2498.6,S18_3856
10319,46,73.98,1,3403.08,S18_3278
10319,43,85.69,2,3684.67,S24_4620
10319,45,100,3,7901.1,S18_4721
10319,29,38.22,5,1108.38,S32_2206
10319,44,59.06,4,2598.64,S18_3782
10319,45,77.29,6,3478.05,S50_4713
10319,31,81.73,7,2533.63,S24_2360
10319,30,100,9,4111.8,S12_2823
10319,22,100,8,2626.8,S32_4485
10242,46,36.93,1,1698.78,S24_3969
10170,20,63.14,2,1262.8,S18_1889
10170,47,100,4,5464.69,S12_3380
10170,41,100,3,4391.1,S12_4675
10170,34,100,1,3819.56,S24_3856
10392,37,59.96,3,2218.52,S18_2957
10392,29,86.92,2,2520.68,S18_3136
10392,36,100,1,4035.96,S18_3320
10241,21,40.25,10,845.25,S24_1628
10405,47,44.56,2,2094.32,S24_2972
10241,30,66.99,4,2009.7,S18_4933
10405,61,73.92,4,4509.12,S18_1889
10241,22,76.43,8,1681.46,S24_1046
10241,26,81.33,7,2114.58,S24_3191
10241,27,86.73,9,2341.71,S24_3432
10405,97,93.28,5,9048.16,S12_4675
10241,47,94.5,6,4441.5,S24_2766
10241,28,98.65,5,2762.2,S24_2887
10241,21,100,11,2508.66,S18_1589
10241,44,100,12,6853.44,S18_2870
10405,55,100,1,8289.05,S18_3232
10405,76,100,3,11739.7,S24_3856
10255,37,45.7,2,1690.9,S24_2022
10241,33,72.65,1,2397.45,S18_2248
10241,42,90.19,3,3787.98,S18_4409
10241,41,100,2,7597.3,S18_1749
10255,24,100,1,3726,S18_2795
10195,32,28.29,7,905.28,S24_2840
10195,44,66.47,3,2924.68,S24_1444
10195,27,100,5,5128.11,S18_2238
10195,50,100,10,7620.5,S18_3232
10195,34,100,2,3699.88,S24_4048
10308,34,52.09,3,1771.06,S18_2625
10308,47,63.22,4,2971.34,S24_2000
10308,24,79.91,5,1917.84,S32_1374
10308,34,100,2,4043.96,S10_2016
10308,20,100,1,4570.4,S10_4698
10308,39,68.11,15,2656.29,S700_4002
10308,43,76.43,16,3286.49,S24_3949
10308,27,82.79,7,2235.33,S18_2581
10308,44,83.32,8,3666.08,S24_4278
10308,21,87.2,13,1831.2,S700_3167
10308,35,88.75,14,3106.25,S700_2466
10308,31,100,9,3493.7,S24_1785
10308,21,100,12,2224.95,S700_1691
10308,31,100,6,4009.23,S700_2834
10195,33,54.68,1,1804.44,S32_3207
10195,32,43.29,8,1385.28,S32_2509
10195,49,100,6,6445.46,S12_4473
10195,35,100,9,3608.15,S18_2319
10195,49,100,4,5161.17,S50_1392
10308,47,43.64,11,2051.08,S50_1341
10308,46,66.04,10,3037.84,S32_4289
10365,30,87.06,1,2611.8,S18_1129
10143,49,100,15,5597.76,S10_4757
10185,21,100,13,3883.74,S12_1108
10185,33,100,14,4038.21,S12_3148
10185,43,100,12,7886.2,S12_3891
10185,39,100,16,5096.91,S18_4027
10365,22,100,3,3425.18,S32_4485
10365,44,100,2,4984.32,S50_4713
10143,37,50.65,10,1874.05,S72_1253
10143,27,60.97,8,1646.19,S24_2841
10143,28,66.19,6,1853.32,S24_3949
10143,26,82.77,4,2152.02,S700_2466
10143,34,85.87,5,2919.58,S700_4002
10143,28,96,3,2688,S700_3167
10143,32,100,7,5248,S18_1662
10143,36,100,2,3945.96,S700_1691
10185,21,54,3,1134,S700_1138
10185,39,57.82,1,2254.98,S700_2610
10185,28,64.43,6,1804.04,S72_3212
10143,46,74.84,13,3442.64,S18_3029
10185,22,79.45,5,1747.9,S700_3962
10143,31,85.29,16,2643.99,S700_2610
10185,30,94.4,10,2832,S700_1938
10143,26,100,11,2612.48,S700_2047
10185,30,100,7,3170.7,S24_2011
10185,37,100,4,3891.66,S700_3505
10185,20,48.62,15,972.4,S50_1514
10185,49,80.67,11,3952.83,S18_3259
10143,34,36.66,1,1246.44,S50_1341
10185,33,74.35,2,2453.55,S24_3151
10185,47,77.24,8,3630.28,S18_4522
10143,33,77.59,9,2560.47,S24_3420
10143,23,80.51,14,1851.73,S24_3816
10143,34,100,12,3455.76,S18_3856
10185,28,100,9,3442.04,S18_3140
10229,33,32.88,2,1085.04,S24_2840
10135,20,35.87,1,717.4,S24_2972
10335,33,37.13,2,1225.29,S24_2840
10271,38,41.72,6,1585.36,S24_2840
10390,34,43.05,15,1463.7,S18_1984
10282,29,46.82,11,1357.78,S24_1444
10371,28,50.32,9,1408.96,S24_4048
10390,46,52.84,6,2430.64,S24_3371
10382,34,54.84,9,1864.56,S700_2824
10271,45,64.74,2,2913.3,S24_1444
10135,27,66.13,6,1785.51,S24_3371
10182,44,69.84,12,3072.96,S18_4933
10182,36,73.6,14,2649.6,S24_2766
10182,47,74.22,16,3488.34,S24_1046
10135,24,75.01,8,1800.24,S12_3990
10135,45,78,10,3510,S18_3278
10135,48,79.31,3,3806.88,S18_1889
10368,46,79.62,1,3662.52,S24_3191
10390,30,82.42,10,2472.6,S24_4620
10135,23,87.31,11,2008.13,S24_4620
10382,25,88,5,2200,S18_2238
10390,36,93.77,14,3375.72,S18_1129
10182,33,94.17,15,3107.61,S24_3191
10382,34,95.35,12,3241.9,S12_3891
10371,25,97.27,12,2431.75,S24_1444
10135,29,97.89,4,2838.81,S12_4675
10368,20,99.58,4,1991.6,S24_3432
10135,42,100,7,8008.56,S12_1099
10135,48,100,5,6031.68,S12_3380
10135,42,100,9,5432.7,S18_3482
10135,31,100,12,4705.18,S18_4721
10135,47,100,2,6336.07,S24_3856
10142,33,100,12,8023.29,S12_1108
10142,33,100,13,4985.64,S12_3148
10142,46,100,11,9470.94,S12_3891
10142,24,100,15,3791.52,S18_4027
10182,20,100,13,2395.8,S24_2887
10182,49,100,17,6244.07,S24_3432
10229,50,100,9,6426.5,S10_4962
10229,22,100,5,4172.52,S18_3232
10229,50,100,11,5614,S700_2824
10271,50,100,4,9169,S18_2238
10271,20,100,9,3928.6,S18_3232
10271,22,100,1,3070.54,S24_4048
10282,41,100,5,7071.27,S12_1108
10282,27,100,6,4364.82,S12_3148
10282,24,100,4,3778.8,S12_3891
10282,23,100,13,3238.63,S18_2238
10282,31,100,8,4674.8,S18_4027
10282,39,100,10,4797.39,S24_4048
10312,48,100,3,11623.7,S10_1949
10357,32,100,10,5691.84,S10_1949
10357,43,100,9,5780.92,S10_4962
10368,40,100,2,4107.2,S24_2766
10368,31,100,5,4223.13,S24_2887
10371,32,100,6,3560.64,S12_1108
10371,25,100,7,2602.25,S18_2238
10371,45,100,8,5545.8,S24_2840
10371,34,100,3,4301.34,S700_2824
10382,34,100,10,3823.64,S12_1108
10382,37,100,11,4071.85,S12_3148
10390,40,100,9,5491.6,S18_3278
10390,50,100,1,7397,S18_3482
10390,49,100,3,6862.94,S18_4721
10390,37,100,5,4894.73,S24_2972
10390,45,100,8,6763.05,S24_3856
10396,33,100,3,6109.29,S12_3891
10135,33,40.23,14,1327.59,S32_2206
10390,41,44.56,11,1826.96,S32_2206
10390,45,48.98,12,2204.1,S32_4485
10135,45,50.36,13,2266.2,S18_3782
10135,29,61.64,16,1787.56,S24_2360
10390,35,65.13,4,2279.55,S24_2360
10135,30,89.8,17,2694,S32_4485
10135,44,96,15,4224,S50_4713
10390,36,100,2,5079.96,S18_3782
10390,22,100,13,3491.18,S50_4713
10142,39,44.23,5,1724.97,S72_3212
10142,41,64,2,2624,S700_1138
10396,39,66.67,1,2600.13,S700_1138
10385,25,77.34,1,1933.5,S700_1138
10142,43,84.01,9,3612.43,S700_1938
10142,38,85.41,4,3245.58,S700_3962
10282,43,86.61,2,3724.23,S700_1938
10142,33,100,6,3366,S24_2011
10142,21,100,3,2334.99,S700_3505
10396,49,100,6,5720.75,S24_2011
10142,42,49.79,14,2091.18,S50_1514
10282,36,59.65,9,2147.4,S32_3207
10282,37,66.78,7,2470.86,S50_1514
10142,42,74.57,16,3131.94,S32_3207
10396,24,89.75,4,2154,S18_3259
10142,22,97.81,10,2151.82,S18_3259
10371,30,99.55,11,2986.5,S32_3207
10282,36,100,3,4174.92,S18_3259
10371,49,35.71,4,1749.79,S12_4473
10271,35,47.62,7,1666.7,S32_2509
10229,23,54.11,3,1244.53,S32_2509
10371,48,56.55,10,2714.4,S50_1392
10229,28,59.55,7,1667.4,S18_2432
10335,40,60.6,3,2424,S32_2509
10357,41,61.99,7,2541.59,S18_2432
10371,20,66.47,2,1329.4,S32_2509
10382,32,66.58,13,2130.56,S12_4473
10113,23,68.52,1,1575.96,S32_3522
10271,25,69.28,11,1732,S18_2432
10229,30,73.04,12,2191.2,S32_3522
10271,31,97.17,5,3012.27,S12_4473
10357,39,98,1,3822,S18_1097
10271,34,98.39,3,3345.26,S50_1392
10113,21,100,2,3415.44,S12_1666
10113,49,100,4,4916.66,S18_1097
10229,25,100,13,3451,S12_1666
10229,36,100,1,4521.96,S12_4473
10229,26,100,4,3765.32,S18_2319
10229,41,100,10,4716.23,S18_4600
10229,48,100,6,5704.32,S24_2300
10229,25,100,8,2793,S32_1268
10271,50,100,8,5093.5,S18_2319
10271,43,100,10,5605.05,S24_2300
10282,38,100,12,4310.72,S50_1392
10312,32,100,2,4181.44,S18_1097
10335,44,100,1,4746.28,S32_1268
10357,49,100,8,5960.36,S12_1666
10357,28,100,2,3559.64,S18_4600
10371,20,100,5,3449.4,S24_2300
10371,26,100,1,4044.04,S32_1268
10382,39,100,1,4890.6,S18_4600
10382,20,100,3,2654.4,S24_2300
10382,26,100,6,2708.42,S32_1268
10382,48,100,8,6799.68,S32_3522
10312,39,29.54,13,1152.06,S24_1937
10312,31,35.29,15,1093.99,S24_3969
10182,31,36.74,5,1138.94,S24_2022
10182,39,36.84,6,1436.76,S24_1937
10368,46,37.34,3,1717.64,S24_3969
10312,23,37.63,12,865.49,S24_2022
10229,39,40.25,14,1569.75,S18_4668
10182,23,42.26,8,971.98,S24_3969
10312,25,44.21,9,1105.25,S18_1367
10113,50,49.81,3,2490.5,S18_4668
10312,35,53.72,6,1880.2,S18_2957
10182,32,54.45,2,1742.4,S18_1367
10312,39,56.85,1,2217.15,S18_4668
10182,38,61.15,9,2323.7,S18_2248
10312,30,61.15,16,1834.5,S18_2248
10142,24,70.22,7,1685.28,S18_4522
10357,49,70.58,5,3458.42,S18_2957
10390,26,78.11,7,2030.86,S18_2795
10396,27,83.2,7,2246.4,S24_3151
10385,37,85.54,2,3164.98,S24_3816
10182,33,86.31,1,2848.23,S18_3320
10357,41,87.13,6,3572.33,S18_2949
10182,25,87.33,3,2183.25,S18_1342
10312,43,89.38,10,3843.34,S18_1342
10396,37,90.57,8,3351.09,S24_3816
10142,49,98.25,1,4814.25,S24_3151
10390,31,98.99,16,3068.69,S18_2325
10142,47,100,8,6034.33,S18_3140
10182,44,100,10,7554.8,S18_1749
10182,20,100,7,2212,S18_2325
10182,21,100,4,3047.73,S18_2795
10182,36,100,11,3942.72,S18_4409
10282,43,100,1,6695.53,S18_3140
10312,48,100,17,8078.4,S18_1749
10312,31,100,14,4729.36,S18_2325
10312,25,100,11,3881.25,S18_2795
10312,37,100,4,3711.1,S18_2949
10312,38,100,5,4457.02,S18_3136
10312,33,100,8,3535.95,S18_3320
10312,44,100,7,4884.88,S24_4258
10357,44,100,4,5160.76,S18_3136
10357,25,100,3,2604.25,S18_3320
10382,50,100,7,8935.5,S18_3320
10382,39,100,2,7827.3,S18_4668
10382,33,100,4,4592.61,S24_4258
10396,33,100,2,5273.73,S18_3140
10396,45,100,5,4739.4,S18_4522
10333,26,100,3,3003,S10_1949
10201,30,64.81,6,1944.3,S18_2625
10201,25,73.88,7,1847,S24_2000
10201,22,98.57,2,2168.54,S10_1678
10201,24,100,5,3025.92,S10_2016
10201,49,100,4,8065.89,S10_4698
10201,25,100,1,4029,S12_2823
10201,39,100,3,4351.23,S24_1578
10333,29,40.25,7,1167.25,S18_1097
10333,33,73.69,4,2431.77,S32_3522
10333,33,99.21,6,3273.93,S12_1666
10111,48,49.06,5,2354.88,S18_1367
10111,28,64.33,2,1801.24,S18_2957
10333,24,79.86,8,1916.64,S18_4668
10111,26,86.68,3,2253.68,S24_4258
10333,31,90.17,5,2795.27,S18_2949
10111,33,99.66,6,3288.78,S18_1342
10111,43,100,1,4818.15,S18_3136
10111,39,100,4,4178.85,S18_3320
10333,46,100,2,11336.7,S18_3320
10333,39,100,1,4424.16,S24_4258
10109,29,32.1,6,930.9,S24_2972
10331,30,32.47,8,974.1,S18_1984
10331,27,42.24,13,1140.48,S24_2972
10331,26,64.9,10,1687.4,S18_2870
10331,26,67.91,12,1765.66,S18_3685
10109,26,100,4,4379.18,S18_1129
10109,38,100,3,4432.7,S18_1984
10109,26,100,1,3157.44,S18_2870
10109,46,100,5,8257,S18_3232
10109,47,100,2,6241.6,S18_3685
10331,46,100,6,6434.02,S18_1129
10331,44,100,14,4849.24,S18_1589
10331,27,100,11,4170.69,S18_3232
10331,25,100,9,3078.5,S24_3371
10331,21,100,1,3135.93,S24_3856
10331,41,100,2,5715.4,S24_4620
10236,23,55.72,2,1281.56,S18_2625
10236,36,87.6,3,3153.6,S24_2000
10236,22,100,1,2852.08,S10_2016
10331,28,100,3,4102.56,S32_2206
10331,32,100,4,5026.56,S32_4485
10331,20,100,5,3657.8,S50_4713
10331,44,74.04,7,3257.76,S18_1749
10349,36,37.13,3,1336.68,S24_2840
10127,39,38.19,12,1489.41,S24_2840
10349,48,47.4,4,2275.2,S24_1444
10204,45,49.81,12,2241.45,S24_1628
10127,20,60.69,8,1213.8,S24_1444
10204,20,62.47,10,1249.4,S24_1046
10267,36,75.55,1,2719.8,S18_4933
10204,45,76.26,6,3431.7,S18_4933
10204,40,79.62,9,3184.8,S24_3191
10267,40,80.1,5,3204,S24_1046
10267,38,87.24,3,3315.12,S24_2766
10204,48,91.02,11,4368.96,S24_3432
10204,47,96.32,8,4527.04,S24_2766
10267,44,96.74,4,4256.56,S24_3191
10127,20,96.99,7,1939.8,S24_4048
10127,46,100,2,11279.2,S12_1108
10127,46,100,3,7366.44,S12_3148
10127,42,100,1,8138.76,S12_3891
10127,45,100,10,7146.9,S18_2238
10127,22,100,15,3837.24,S18_3232
10127,25,100,5,3447,S18_4027
10204,42,100,17,6182.4,S18_1129
10204,40,100,13,4032,S18_1589
10204,38,100,16,6432.64,S18_1984
10204,27,100,14,4169.88,S18_2870
10204,35,100,15,5735.8,S18_3685
10204,42,100,7,4242,S24_2887
10267,43,100,2,4645.72,S24_2887
10267,43,100,6,5110.98,S24_3432
10349,26,100,10,4408.56,S12_3891
10349,38,100,8,6719.54,S18_2238
10349,48,100,6,7396.8,S18_3232
10349,34,100,5,4394.84,S18_4027
10349,23,100,2,3182.97,S24_4048
10127,46,69.12,4,3179.52,S50_1514
10127,29,70.84,6,2054.36,S32_3207
10349,33,46.53,1,1535.49,S32_2509
10127,45,51.95,13,2337.75,S32_2509
10127,24,100,11,2559.6,S12_4473
10127,45,100,14,6295.95,S18_2319
10127,46,100,9,6176.42,S50_1392
10349,48,100,9,5232.96,S12_4473
10349,38,100,7,5223.48,S18_2319
10204,39,33.23,2,1295.97,S24_3969
10204,23,71.44,3,1643.12,S18_2248
10204,29,85.59,5,2482.11,S18_4409
10204,33,100,4,5890.5,S18_1749
10204,26,100,1,3206.32,S18_2325
10301,48,34.36,10,1649.28,S24_2972
10301,22,51.32,3,1129.04,S24_1628
10301,27,72.02,1,1944.54,S24_1046
10301,22,96.37,2,2120.14,S24_3432
10301,37,100,8,5917.78,S18_1129
10301,32,100,4,3424.64,S18_1589
10301,47,100,7,7488.04,S18_1984
10301,22,100,5,3223.44,S18_2870
10301,23,100,9,4011.66,S18_3232
10301,39,100,6,6446.7,S18_3685
10301,50,100,11,7723.5,S24_3856
10284,21,55.96,10,1175.16,S24_3949
10284,32,64.41,9,2061.12,S700_4002
10284,25,69.6,7,1740,S700_3167
10284,21,71,2,1491,S24_4278
10284,31,71.81,1,2226.11,S18_2581
10284,30,73.99,12,2219.7,S24_2841
10284,24,83.12,6,1994.88,S700_1691
10284,45,100,11,5747.85,S18_1662
10284,22,100,3,2310.88,S24_1785
10284,45,100,8,4576.95,S700_2466
10284,33,51.93,5,1713.69,S50_1341
10284,39,71.67,13,2795.13,S24_3420
10284,50,81.86,4,4093,S32_4289
10192,30,30.59,13,917.7,S24_2972
10192,47,53.83,6,2530.01,S24_1628
10322,46,61.99,8,2851.54,S10_4962
10192,37,69.82,4,2583.34,S24_1046
10192,32,72.77,3,2328.64,S24_3191
10192,46,83.6,2,3845.6,S24_2766
10192,45,90.86,15,4088.7,S18_1889
10192,27,100,16,3544.56,S12_4675
10192,22,100,11,3300.66,S18_1129
10192,29,100,7,4258.36,S18_1589
10192,47,100,10,7421.3,S18_1984
10192,38,100,8,4965.84,S18_2870
10192,26,100,12,3918.46,S18_3232
10192,45,100,9,5340.6,S18_3685
10192,23,100,1,3052.33,S24_2887
10192,46,100,5,5566,S24_3432
10192,45,100,14,6319.35,S24_3856
10322,40,100,1,6000.4,S10_1949
10322,35,61.21,11,2142.35,S18_2432
10322,27,100,9,4784.13,S12_1666
10322,22,100,10,2251.04,S18_1097
10322,41,29.87,13,1224.67,S18_2957
10100,49,34.47,1,1689.03,S24_3969
10322,48,47.04,7,2257.92,S18_3136
10322,41,57.68,5,2364.88,S18_1367
10100,50,67.8,2,3390,S18_2248
10322,43,86.3,14,3710.9,S18_1342
10100,22,86.51,4,1903.22,S18_4409
10100,30,100,3,5151,S18_1749
10322,50,100,6,12536.5,S18_2325
10322,36,100,2,5797.44,S18_2795
10322,33,100,12,3524.73,S18_2949
10322,20,100,3,2624,S24_1937
10322,30,100,4,3500.1,S24_2022
10276,20,61.23,2,1224.6,S24_3371
10276,38,69.96,6,2658.48,S18_3278
10276,48,75.18,7,3608.64,S24_4620
10276,38,83.79,4,3184.02,S12_3990
10276,50,100,3,9631,S12_1099
10276,47,100,1,5464.69,S12_3380
10276,30,100,5,3924.6,S18_3482
10276,48,100,8,5713.92,S18_4721
10276,27,36.61,10,988.47,S32_2206
10276,33,50.36,9,1661.88,S18_3782
10276,21,70.78,11,1486.38,S50_4713
10276,46,75.49,12,3472.54,S24_2360
10276,43,100,14,5181.5,S12_2823
10276,38,100,13,4304.64,S32_4485
10294,45,100,1,4692.6,S700_3962
10240,41,100,3,5628.89,S18_1129
10240,37,100,2,5526.32,S18_1984
10240,37,100,1,5959.22,S18_3685
10210,40,49.67,3,1986.8,S18_2625
10210,30,61.7,4,1851,S24_2000
10210,46,79.91,5,3675.86,S32_1374
10210,23,100,2,3009.09,S10_2016
10210,34,100,1,6123.4,S10_4698
10210,29,69.6,16,2018.4,S24_3949
10210,42,70.33,15,2953.86,S700_4002
10210,40,71,8,2840,S24_4278
10210,50,76.88,7,3844,S18_2581
10210,21,78.55,12,1649.55,S700_1691
10210,31,86.4,13,2678.4,S700_3167
10210,27,98.48,9,2658.96,S24_1785
10210,26,99.72,14,2592.72,S700_2466
10210,31,100,17,5719.5,S18_1662
10210,25,100,6,2818,S700_2834
10210,43,41.02,11,1763.86,S50_1341
10210,39,59.16,10,2307.24,S32_4289
10151,30,40.31,4,1209.3,S24_2840
10239,20,44.56,2,891.2,S24_2972
10239,46,73.92,4,3400.32,S18_1889
10239,21,93.28,5,1958.88,S12_4675
10151,43,100,2,7110.91,S18_2238
10151,21,100,7,3734.01,S18_3232
