ORDERNUMBER,ORDERDATE,STATUS,CUSTOMERNAME,DEALSIZE
10246,5/5/2004 0:00,Shipped,Euro Shopping Channel,Medium
10279,8/9/2004 0:00,Shipped,Euro Shopping Channel,Medium
10279,8/9/2004 0:00,Shipped,Euro Shopping Channel,Medium
10311,10/16/2004 0:00,Shipped,Euro Shopping Channel,Small
10311,10/16/2004 0:00,Shipped,Euro Shopping Channel,Medium
10311,10/16/2004 0:00,Shipped,Euro Shopping Channel,Medium
10311,10/16/2004 0:00,Shipped,Euro Shopping Channel,Medium
10355,12/7/2004 0:00,Shipped,Euro Shopping Channel,Medium
10355,12/7/2004 0:00,Shipped,Euro Shopping Channel,Medium
10355,12/7/2004 0:00,Shipped,Euro Shopping Channel,Medium
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Small
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Small
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Medium
10378,2/10/2005 0:00,Shipped,Euro Shopping Channel,Small
10378,2/10/2005 0:00,Shipped,Euro Shopping Channel,Medium
10378,2/10/2005 0:00,Shipped,Euro Shopping Channel,Medium
10379,2/10/2005 0:00,Shipped,Euro Shopping Channel,Medium
10379,2/10/2005 0:00,Shipped,Euro Shopping Channel,Medium
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Medium
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Medium
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Medium
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Medium
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Medium
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Medium
10394,3/15/2005 0:00,Shipped,Euro Shopping Channel,Medium
10394,3/15/2005 0:00,Shipped,Euro Shopping Channel,Medium
10394,3/15/2005 0:00,Shipped,Euro Shopping Channel,Medium
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Medium
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Large
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Medium
10190,11/19/2003 0:00,Shipped,Euro Shopping Channel,Small
10355,12/7/2004 0:00,Shipped,Euro Shopping Channel,Small
10355,12/7/2004 0:00,Shipped,Euro Shopping Channel,Small
10190,11/19/2003 0:00,Shipped,Euro Shopping Channel,Small
10355,12/7/2004 0:00,Shipped,Euro Shopping Channel,Small
10190,11/19/2003 0:00,Shipped,Euro Shopping Channel,Medium
10378,2/10/2005 0:00,Shipped,Euro Shopping Channel,Medium
10190,11/19/2003 0:00,Shipped,Euro Shopping Channel,Medium
10133,6/27/2003 0:00,Shipped,Euro Shopping Channel,Small
10355,12/7/2004 0:00,Shipped,Euro Shopping Channel,Medium
10378,2/10/2005 0:00,Shipped,Euro Shopping Channel,Medium
10133,6/27/2003 0:00,Shipped,Euro Shopping Channel,Medium
10133,6/27/2003 0:00,Shipped,Euro Shopping Channel,Medium
10133,6/27/2003 0:00,Shipped,Euro Shopping Channel,Small
10133,6/27/2003 0:00,Shipped,Euro Shopping Channel,Medium
10133,6/27/2003 0:00,Shipped,Euro Shopping Channel,Small
10156,10/8/2003 0:00,Shipped,Euro Shopping Channel,Medium
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Medium
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Medium
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Small
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Medium
10128,6/6/2003 0:00,Shipped,Euro Shopping Channel,Medium
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Medium
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Small
10104,1/31/2003 0:00,Shipped,Euro Shopping Channel,Small
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Small
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Small
10394,3/15/2005 0:00,Shipped,Euro Shopping Channel,Small
10104,1/31/2003 0:00,Shipped,Euro Shopping Channel,Medium
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Medium
10128,6/6/2003 0:00,Shipped,Euro Shopping Channel,Medium
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Medium
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Medium
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Medium
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Small
10104,1/31/2003 0:00,Shipped,Euro Shopping Channel,Small
10246,5/5/2004 0:00,Shipped,Euro Shopping Channel,Small
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Small
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Small
10246,5/5/2004 0:00,Shipped,Euro Shopping Channel,Small
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Small
10394,3/15/2005 0:00,Shipped,Euro Shopping Channel,Small
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10246,5/5/2004 0:00,Shipped,Euro Shopping Channel,Small
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Medium
10104,1/31/2003 0:00,Shipped,Euro Shopping Channel,Medium
10104,1/31/2003 0:00,Shipped,Euro Shopping Channel,Medium
10104,1/31/2003 0:00,Shipped,Euro Shopping Channel,Medium
10246,5/5/2004 0:00,Shipped,Euro Shopping Channel,Medium
10246,5/5/2004 0:00,Shipped,Euro Shopping Channel,Medium
10246,5/5/2004 0:00,Shipped,Euro Shopping Channel,Small
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Medium
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Medium
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Medium
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Medium
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Medium
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Medium
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Large
10412,5/3/2005 0:00,Shipped,Euro Shopping Channel,Medium
10205,12/3/2003 0:00,Shipped,Euro Shopping Channel,Small
10205,12/3/2003 0:00,Shipped,Euro Shopping Channel,Small
10156,10/8/2003 0:00,Shipped,Euro Shopping Channel,Small
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Small
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Small
10379,2/10/2005 0:00,Shipped,Euro Shopping Channel,Small
10133,6/27/2003 0:00,Shipped,Euro Shopping Channel,Small
10133,6/27/2003 0:00,Shipped,Euro Shopping Channel,Small
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Small
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Small
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Small
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Small
10383,2/22/2005 0:00,Shipped,Euro Shopping Channel,Small
10205,12/3/2003 0:00,Shipped,Euro Shopping Channel,Medium
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Small
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Small
10311,10/16/2004 0:00,Shipped,Euro Shopping Channel,Medium
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Small
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Medium
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Medium
10128,6/6/2003 0:00,Shipped,Euro Shopping Channel,Medium
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Small
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Medium
10128,6/6/2003 0:00,Shipped,Euro Shopping Channel,Medium
10153,9/28/2003 0:00,Shipped,Euro Shopping Channel,Medium
10205,12/3/2003 0:00,Shipped,Euro Shopping Channel,Medium
10205,12/3/2003 0:00,Shipped,Euro Shopping Channel,Large
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Medium
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Medium
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Medium
10244,4/29/2004 0:00,Shipped,Euro Shopping Channel,Medium
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Medium
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Medium
10350,12/2/2004 0:00,Shipped,Euro Shopping Channel,Medium
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Medium
10358,12/10/2004 0:00,Shipped,Euro Shopping Channel,Medium
10379,2/10/2005 0:00,Shipped,Euro Shopping Channel,Medium
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Medium
10380,2/16/2005 0:00,Shipped,Euro Shopping Channel,Medium
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Small
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Small
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Small
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Small
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Small
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Medium
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Small
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Small
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Medium
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Medium
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Medium
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Small
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Medium
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Medium
10321,11/4/2004 0:00,Shipped,FunGiftIdeas.com,Medium
10388,3/3/2005 0:00,Shipped,FunGiftIdeas.com,Small
10388,3/3/2005 0:00,Shipped,FunGiftIdeas.com,Medium
10388,3/3/2005 0:00,Shipped,FunGiftIdeas.com,Small
10388,3/3/2005 0:00,Shipped,FunGiftIdeas.com,Medium
10388,3/3/2005 0:00,Shipped,FunGiftIdeas.com,Large
10388,3/3/2005 0:00,Shipped,FunGiftIdeas.com,Large
10166,10/21/2003 0:00,Shipped,FunGiftIdeas.com,Medium
10166,10/21/2003 0:00,Shipped,FunGiftIdeas.com,Small
10166,10/21/2003 0:00,Shipped,FunGiftIdeas.com,Medium
10388,3/3/2005 0:00,Shipped,FunGiftIdeas.com,Medium
10388,3/3/2005 0:00,Shipped,FunGiftIdeas.com,Medium
10172,11/5/2003 0:00,Shipped,Gift Depot Inc.,Small
10172,11/5/2003 0:00,Shipped,Gift Depot Inc.,Small
10172,11/5/2003 0:00,Shipped,Gift Depot Inc.,Small
10172,11/5/2003 0:00,Shipped,Gift Depot Inc.,Small
10172,11/5/2003 0:00,Shipped,Gift Depot Inc.,Small
10172,11/5/2003 0:00,Shipped,Gift Depot Inc.,Medium
10172,11/5/2003 0:00,Shipped,Gift Depot Inc.,Medium
10172,11/5/2003 0:00,Shipped,Gift Depot Inc.,Medium
10413,5/5/2005 0:00,Shipped,Gift Depot Inc.,Large
10413,5/5/2005 0:00,Shipped,Gift Depot Inc.,Large
10413,5/5/2005 0:00,Shipped,Gift Depot Inc.,Medium
10413,5/5/2005 0:00,Shipped,Gift Depot Inc.,Medium
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Small
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Small
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Small
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Medium
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Medium
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Large
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Medium
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Medium
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Small
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Small
10263,6/28/2004 0:00,Shipped,Gift Depot Inc.,Medium
10413,5/5/2005 0:00,Shipped,Gift Depot Inc.,Small
10413,5/5/2005 0:00,Shipped,Gift Depot Inc.,Medium
10146,9/3/2003 0:00,Shipped,Gift Ideas Corp.,Medium
10146,9/3/2003 0:00,Shipped,Gift Ideas Corp.,Medium
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Medium
10131,6/16/2003 0:00,Shipped,Gift Ideas Corp.,Small
10131,6/16/2003 0:00,Shipped,Gift Ideas Corp.,Small
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Medium
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Small
10131,6/16/2003 0:00,Shipped,Gift Ideas Corp.,Medium
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Medium
10131,6/16/2003 0:00,Shipped,Gift Ideas Corp.,Small
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Medium
10131,6/16/2003 0:00,Shipped,Gift Ideas Corp.,Small
10131,6/16/2003 0:00,Shipped,Gift Ideas Corp.,Medium
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Medium
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Medium
10131,6/16/2003 0:00,Shipped,Gift Ideas Corp.,Small
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Small
10131,6/16/2003 0:00,Shipped,Gift Ideas Corp.,Small
10353,12/4/2004 0:00,Shipped,Gift Ideas Corp.,Medium
10264,6/30/2004 0:00,Shipped,Gifts4AllAges.com,Medium
10264,6/30/2004 0:00,Shipped,Gifts4AllAges.com,Small
10295,9/10/2004 0:00,Shipped,Gifts4AllAges.com,Medium
10264,6/30/2004 0:00,Shipped,Gifts4AllAges.com,Small
10264,6/30/2004 0:00,Shipped,Gifts4AllAges.com,Small
10264,6/30/2004 0:00,Shipped,Gifts4AllAges.com,Small
10264,6/30/2004 0:00,Shipped,Gifts4AllAges.com,Medium
10264,6/30/2004 0:00,Shipped,Gifts4AllAges.com,Medium
10295,9/10/2004 0:00,Shipped,Gifts4AllAges.com,Small
10295,9/10/2004 0:00,Shipped,Gifts4AllAges.com,Small
10295,9/10/2004 0:00,Shipped,Gifts4AllAges.com,Medium
10295,9/10/2004 0:00,Shipped,Gifts4AllAges.com,Medium
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10232,3/20/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10232,3/20/2004 0:00,Shipped,giftsbymail.co.uk,Small
10232,3/20/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10232,3/20/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10232,3/20/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10232,3/20/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10232,3/20/2004 0:00,Shipped,giftsbymail.co.uk,Small
10316,11/1/2004 0:00,Shipped,giftsbymail.co.uk,Small
10232,3/20/2004 0:00,Shipped,giftsbymail.co.uk,Medium
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Small
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10217,2/4/2004 0:00,Shipped,Handji Gifts& Co,Small
10217,2/4/2004 0:00,Shipped,Handji Gifts& Co,Large
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Medium
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Medium
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Small
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Small
10217,2/4/2004 0:00,Shipped,Handji Gifts& Co,Small
10217,2/4/2004 0:00,Shipped,Handji Gifts& Co,Small
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10217,2/4/2004 0:00,Shipped,Handji Gifts& Co,Medium
10217,2/4/2004 0:00,Shipped,Handji Gifts& Co,Medium
10217,2/4/2004 0:00,Shipped,Handji Gifts& Co,Small
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10259,6/15/2004 0:00,Shipped,Handji Gifts& Co,Medium
10409,4/23/2005 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Small
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Medium
10288,9/1/2004 0:00,Shipped,Handji Gifts& Co,Medium
10409,4/23/2005 0:00,Shipped,Handji Gifts& Co,Small
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Small
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Small
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Small
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Small
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Small
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Small
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Medium
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Medium
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Medium
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Medium
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Medium
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Small
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Small
10161,10/17/2003 0:00,Shipped,Heintze Collectables,Medium
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Large
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Medium
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Medium
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Medium
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Medium
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Medium
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Small
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Small
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Small
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Small
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Medium
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Medium
10314,10/22/2004 0:00,Shipped,Heintze Collectables,Small
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Small
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Small
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Small
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Small
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Small
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Small
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Small
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10181,11/12/2003 0:00,Shipped,Herkku Gifts,Medium
10188,11/18/2003 0:00,Shipped,Herkku Gifts,Small
10188,11/18/2003 0:00,Shipped,Herkku Gifts,Medium
10188,11/18/2003 0:00,Shipped,Herkku Gifts,Medium
10188,11/18/2003 0:00,Shipped,Herkku Gifts,Medium
10188,11/18/2003 0:00,Shipped,Herkku Gifts,Medium
10188,11/18/2003 0:00,Shipped,Herkku Gifts,Large
10188,11/18/2003 0:00,Shipped,Herkku Gifts,Small
10188,11/18/2003 0:00,Shipped,Herkku Gifts,Medium
10289,9/3/2004 0:00,Shipped,Herkku Gifts,Small
10289,9/3/2004 0:00,Shipped,Herkku Gifts,Small
10289,9/3/2004 0:00,Shipped,Herkku Gifts,Medium
10289,9/3/2004 0:00,Shipped,Herkku Gifts,Large
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Small
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Small
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Large
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Medium
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Medium
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Small
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Small
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Small
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Medium
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Medium
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Medium
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Medium
10184,11/14/2003 0:00,Shipped,"Iberia Gift Imports, Corp.",Medium
10303,10/6/2004 0:00,Shipped,"Iberia Gift Imports, Corp.",Small
10303,10/6/2004 0:00,Shipped,"Iberia Gift Imports, Corp.",Small
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Small
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Small
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Large
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Large
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Large
10286,8/28/2004 0:00,Shipped,"La Corne D'abondance, Co.",Small
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Small
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Small
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Small
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Small
10114,4/1/2003 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10336,11/20/2004 0:00,Shipped,"La Corne D'abondance, Co.",Medium
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Medium
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Small
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Medium
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Medium
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Medium
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Small
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Small
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Medium
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Medium
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Medium
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Small
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Medium
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Medium
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Medium
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Medium
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Small
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Medium
10275,7/23/2004 0:00,Shipped,La Rochelle Gifts,Medium
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Large
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Medium
10375,2/3/2005 0:00,Shipped,La Rochelle Gifts,Medium
10315,10/29/2004 0:00,Shipped,La Rochelle Gifts,Small
10315,10/29/2004 0:00,Shipped,La Rochelle Gifts,Small
10315,10/29/2004 0:00,Shipped,La Rochelle Gifts,Small
10315,10/29/2004 0:00,Shipped,La Rochelle Gifts,Medium
10315,10/29/2004 0:00,Shipped,La Rochelle Gifts,Medium
